name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,size_score,star_planet_interaction,mass_multiplier_squared,radius_multiplier_squared,orbital_radius_squared,orbital_radius_bin,expanded_planet_type,habitable_zone,planet_surface_temperature,atmospheric_pressure,biosignature_potential,radiation_exposure,approximated_mass,approximated_radius,planet_gravity,climate_stability,possibility_of_moon,planetary_composition_hypothesis,atmospheric_density,normalized_stellar_magnitude,normalized_orbital_radius,energy_receipt_score,planetary_energy_receipt,combined_planetary_composition_hypothesis
K2-148 d,406.0,13.627,Super Earth,2018,3.33,5.972e+24,1.64,6371.0,0.0774,0.026830938,0.0,Transit,5.4612,1.0547298,11.0889,2.6895999999999995,0.0059907599999999,<0.5,Super Earth - Close,No,Hot,Unknown,Medium,High,1.9886760000000003e+25,10448.44,12157585.391611077,Low,Medium,Unknown,Medium,0.2916228451232338,0.999990274441408,1.2916131195646416,Moderately Low,Methane World
K2-149 b,403.0,14.543,Super Earth,2018,3.33,5.972e+24,1.64,6371.0,0.083,0.030937715,0.0,Transit,5.4612,1.207069,11.0889,2.6895999999999995,0.006889,<0.5,Super Earth - Close,No,Hot,Unknown,Medium,High,1.9886760000000003e+25,10448.44,12157585.391611077,Low,Medium,Unknown,Medium,0.3125657323151493,0.9999895283711596,1.3125552606863091,Moderately High,Rocky
K2-14 b,1188.0,15.78,Neptune-like,2015,20.7,5.972e+24,0.429,71492.0,0.0627,0.022997946,0.14,Transit,8.8803,0.989406,428.49,0.1840409999999999,0.00393129,<0.5,Neptune-like - Close,No,Hot,Unknown,Medium,High,1.236204e+26,30670.068,8770954.722059188,Low,Medium,Unknown,Unknown,0.3408477753898212,0.9999922328758092,1.3408400082656304,Extremely High,Lava World
K2-150 b,334.0,15.784,Super Earth,2018,4.66,5.972e+24,2.0,6371.0,0.0727,0.02902122,0.0,Transit,9.32,1.1474968,21.7156,4.0,0.00528529,<0.5,Super Earth - Close,No,Hot,Unknown,Medium,High,2.782952e+25,12742.0,11439754.818230592,Low,Medium,Unknown,Medium,0.3409392290456811,0.9999909006075092,1.34093012965319,Extremely High,Lava World
K2-151 b,227.0,14.175,Super Earth,2018,2.83,5.972e+24,1.49,6371.0,0.0373,0.010403832,0.0,Transit,4.2167,0.5287275,8.0089,2.2201,0.0013912899999999,<0.5,Super Earth - Close,No,Hot,Unknown,Medium,High,1.690076e+25,9492.79,12517127.90093652,Low,Medium,Unknown,Medium,0.3041519959760391,0.999995616837292,1.3041476128133311,Moderate,Maelstrom World
K2-152 b,354.0,13.728,Neptune-like,2018,5.86,5.972e+24,0.204,71492.0,0.1716,0.08925393,0.0,Transit,1.19544,2.3557248,34.339600000000004,0.0416159999999999,0.02944656,<0.5,Neptune-like - Close,No,Hot,Unknown,Medium,Low,3.4995920000000003e+25,14584.368,10980658.601548905,Low,Low,Unknown,Unknown,0.2939320499336961,0.9999777244740192,1.2939097744077153,Moderate,Rocky
K2-153 b,467.0,14.96,Super Earth,2018,4.66,5.972e+24,2.0,6371.0,0.0614,0.02053388,0.0,Transit,9.32,0.918544,21.7156,4.0,0.00376996,<0.5,Super Earth - Close,No,Hot,Unknown,Medium,High,2.782952e+25,12742.0,11439754.818230592,Low,Medium,Unknown,Medium,0.3220997759385431,0.9999924060706884,1.3220921820092315,Somewhat High,Nomad Planet
K2-154 b,422.0,13.861,Super Earth,2018,4.62,5.972e+24,1.99,6371.0,0.0405,0.010130048,0.0,Transit,9.1938,0.5613705,21.3444,3.9601,0.00164025,<0.5,Super Earth - Close,No,Hot,Unknown,Medium,High,2.759064e+25,12678.29,11455831.416279824,Low,Medium,Unknown,Medium,0.2969728839910375,0.999995190511436,1.2969680745024734,Moderate,Rocky
K2-154 c,422.0,13.861,Super Earth,2018,4.94,5.972e+24,2.07,6371.0,0.0677,0.021902807,0.0,Transit,10.2258,0.9383897,24.403600000000004,4.2849,0.0045832899999999,<0.5,Super Earth - Close,No,Hot,Unknown,Medium,High,2.950168e+25,13187.97,11320798.20815208,Low,Low,Unknown,Unknown,0.2969728839910375,0.9999915667416592,1.2969644507326967,Moderate,Rocky
K2-155 b,237.0,12.773,Super Earth,2018,3.89,5.972e+24,1.8,6371.0,0.0562,0.017248461,0.0,Transit,7.002000000000001,0.7178426,15.1321,3.24,0.00315844,<0.5,Super Earth - Close,No,Hot,Unknown,Medium,Medium,2.323108e+25,11467.8,11789499.87890558,Low,Medium,Unknown,Medium,0.2720974895971466,0.9999930988502044,1.2720905884473512,Somewhat Low,Titanium World
K2-155 c,237.0,12.773,Neptune-like,2018,7.27,5.972e+24,0.232,71492.0,0.0946,0.038056124,0.0,Transit,1.68664,1.2083258,52.85289999999999,0.053824,0.00894916,<0.5,Neptune-like - Close,No,Hot,Unknown,Medium,Medium,4.341644e+25,16586.144,10532938.515546592,Low,Low,Unknown,Unknown,0.2720974895971466,0.9999879829399314,1.272085472537078,Somewhat Low,Plateau World
K2-155 d,237.0,12.773,Super Earth,2018,4.27,5.972e+24,1.9,6371.0,0.1937,0.111430526,0.0,Transit,8.113,2.4741301,18.2329,3.61,0.03751969,<0.5,Super Earth - Close,No,Hot,Unknown,Medium,Low,2.550044e+25,12104.9,11614792.736876491,Low,Medium,Unknown,Medium,0.2720974895971466,0.9999747801610755,1.272072269758222,Somewhat Low,Titanium World
K2-156 b,490.0,13.4,Super Earth,2018,1.37,5.972e+24,1.1,6371.0,0.0149,0.0021902807,0.0,Transit,1.5070000000000003,0.19966,1.8769,1.2100000000000002,0.00022201,<0.5,Super Earth - Close,No,Hot,Unknown,Unknown,Medium,8.181640000000001e+24,7008.1,11117982.549551953,Low,Low,Unknown,Unknown,0.2864328501531848,0.9999986011182846,1.2864314512714694,Moderately Low,Radiation World
K2-157 b,973.0,12.942,Terrestrial,2018,0.972,5.972e+24,1.0,6371.0,0.1028,0.0010951404,0.0,Transit,0.972,0.0720863,0.944784,1.0,0.01056784,<0.5,Terrestrial - nan,No,Unknown,Unknown,Unknown,Unknown,5.804784e+24,6371.0,9544585.135897111,Unknown,Low,Unknown,Unknown,0.2759614065572271,0.9999868904799252,1.29175026758669,Extremely Low,Rocky
K2-158 b,644.0,11.774,Neptune-like,2018,7.46,5.972e+24,0.236,71492.0,0.0887,0.027652293,0.0,Transit,1.76056,1.0443538,55.6516,0.0556959999999999,0.00786769,<0.5,Neptune-like - Close,No,Hot,Unknown,Medium,Medium,4.455112e+25,16872.111999999997,10444939.518027658,Low,Low,Unknown,Unknown,0.2492569390461383,0.9999887689782284,1.2492457080243669,Somewhat Low,Tidally Locked World
K2-158 c,644.0,11.774,Super Earth,2018,2.18,5.972e+24,1.28,6371.0,0.0622,0.01615332,0.0,Transit,2.7904000000000004,0.7323428,4.752400000000001,1.6384,0.0038688399999999,<0.5,Super Earth - Close,No,Hot,Unknown,Medium,Medium,1.3018960000000002e+25,8154.88,13065539.447960688,Low,Medium,Unknown,Medium,0.2492569390461383,0.9999922994892244,1.2492492385353626,Somewhat Low,Titanium World
K2-159 b,558.0,11.995,Neptune-like,2018,5.73,5.972e+24,0.202,71492.0,0.1013,0.03394935,0.0,Transit,1.1574600000000002,1.2150934999999998,32.8329,0.040804,0.01026169,<0.5,Neptune-like - Close,No,Hot,Unknown,Medium,Medium,3.4219560000000004e+25,14441.384,10950727.979868293,Low,Low,Unknown,Unknown,0.2543097535323974,0.9999870903201702,1.2542968438525677,Somewhat Low,Rocky
K2-15 b,1611.0,14.758,Neptune-like,2015,6.71,5.972e+24,0.221,71492.0,0.091,0.03230664,0.0,Transit,1.48291,1.3429779999999998,45.0241,0.048841,0.008281,<0.5,Neptune-like - Close,No,Hot,Unknown,Medium,High,4.007212e+25,15799.732,10713443.43070118,Low,Low,Unknown,Unknown,0.3174813663176185,0.9999884625565196,1.317469828874138,Moderately High,Rocky
K2-160 b,1029.0,12.838,Neptune-like,2018,10.2,5.972e+24,0.284,71492.0,0.1028,0.010130048,0.0,Transit,2.8968,0.0720863,104.04,0.0806559999999999,0.01056784,<0.5,Neptune-like - nan,No,Unknown,Unknown,Medium,Unknown,6.09144e+25,20303.728,9861763.871774068,Unknown,Medium,Unknown,Unknown,0.2735836115048699,0.9999868904799252,1.29175026758669,Extremely Low,Rocky
K2-161 b,2989.0,12.718,Neptune-like,2018,31.1,5.972e+24,0.546,71492.0,0.1028,0.025462013,0.0,Transit,16.980600000000003,0.0720863,967.21,0.298116,0.01056784,<0.5,Neptune-like - nan,No,Unknown,Unknown,Medium,Unknown,1.857292e+26,39034.632000000005,8135162.110465575,Unknown,Medium,Unknown,Unknown,0.2708400018290731,0.9999868904799252,1.29175026758669,Extremely Low,Rocky
K2-162 b,406.0,12.278,Super Earth,2018,2.67,5.972e+24,1.44,6371.0,0.0795,0.026009582,0.0,Transit,3.8448,0.976101,7.1289,2.0736,0.00632025,<0.5,Super Earth - Close,No,Hot,Unknown,Medium,Medium,1.594524e+25,9174.24,12643784.012161752,Low,Medium,Unknown,Medium,0.2607800996844849,0.9999899946650648,1.2607700943495497,Somewhat Low,Rocky
K2-163 b,680.0,13.078,Neptune-like,2018,6.65,5.972e+24,0.22,71492.0,0.1028,0.0183436,0.0,Transit,1.463,0.0720863,44.2225,0.0484,0.01056784,<0.5,Neptune-like - nan,No,Unknown,Unknown,Medium,Unknown,3.97138e+25,15728.24,10714388.548245892,Unknown,Low,Unknown,Unknown,0.2790708308564635,0.9999868904799252,1.29175026758669,Extremely Low,Maelstrom World
K2-164 b,1225.0,11.352,Neptune-like,2018,10.6,5.972e+24,0.29,71492.0,0.1028,0.047638603,0.0,Transit,3.074,0.0720863,112.36,0.0841,0.01056784,<0.5,Neptune-like - nan,No,Unknown,Unknown,Medium,Unknown,6.33032e+25,20732.68,9828810.851371124,Unknown,Medium,Unknown,Unknown,0.2396085783529196,0.9999868904799252,1.29175026758669,Extremely Low,Tidally Locked World
K2-165 b,439.0,11.332,Super Earth,2018,2.17,5.972e+24,1.274,6371.0,0.1028,0.006570842,0.0,Transit,2.76458,0.0720863,4.7089,1.623076,0.01056784,<0.5,Super Earth - nan,No,Unknown,Unknown,Medium,Unknown,1.295924e+25,8116.654,13128396.027795756,Unknown,Medium,Unknown,Medium,0.2391513100736202,0.9999868904799252,1.29175026758669,Extremely Low,Mirror World
K2-165 c,439.0,11.332,Super Earth,2018,3.03,5.972e+24,1.554,6371.0,0.1028,0.012046544,0.0,Transit,4.70862,0.0720863,9.1809,2.4149160000000003,0.01056784,<0.5,Super Earth - nan,No,Unknown,Unknown,Medium,Unknown,1.809516e+25,9900.534,12320586.744811144,Unknown,Medium,Unknown,Medium,0.2391513100736202,0.9999868904799252,1.29175026758669,Extremely Low,Mirror World
K2-165 d,439.0,11.332,Neptune-like,2018,7.5,5.972e+24,0.236,71492.0,0.1028,0.038603697,0.0,Transit,1.77,0.0720863,56.25,0.0556959999999999,0.01056784,<0.5,Neptune-like - nan,No,Unknown,Unknown,Medium,Unknown,4.4790000000000006e+25,16872.111999999997,10500944.555657836,Unknown,Low,Unknown,Unknown,0.2391513100736202,0.9999868904799252,1.29175026758669,Extremely Low,Mirror World
K2-166 b,1556.0,12.081,Neptune-like,2018,5.43,5.972e+24,2.19,6371.0,0.0858,0.023271732,0.0,Transit,11.891699999999998,1.0365498,29.4849,4.7961,0.00736164,<0.5,Neptune-like - Close,No,Hot,Unknown,Medium,Medium,3.242796e+25,13952.49,11117378.48213979,Low,Low,Unknown,Unknown,0.2562760071333851,0.9999891553360356,1.2562651624694208,Somewhat Low,Magnetic World
K2-167 b,264.0,8.24,Neptune-like,2018,5.75,5.972e+24,0.202,71492.0,0.0999,0.027378507,0.41,Transit,1.1615,0.823176,33.0625,0.040804,0.00998001,<0.5,Neptune-like - Close,No,Hot,Unknown,Medium,Medium,3.4339000000000003e+25,14441.384,10988950.4160982,Low,Low,Unknown,Unknown,0.1684576340939229,0.9999872768377324,1.1684449109316553,Very Low,Titanium World
K2-168 b,796.0,12.365,Super Earth,2018,4.12,5.972e+24,1.86,6371.0,0.1028,0.043531828,0.0,Transit,7.663200000000001,0.0720863,16.9744,3.4596000000000005,0.01056784,<0.5,Super Earth - nan,No,Unknown,Unknown,Medium,Unknown,2.460464e+25,11850.06,11693973.862643585,Unknown,Medium,Unknown,Medium,0.2627692166994376,0.9999868904799252,1.29175026758669,Extremely Low,Volcanic World
K2-169 b,769.0,12.23,Super Earth,2018,2.16,5.972e+24,1.273,6371.0,0.1028,0.017522246,0.0,Transit,2.74968,0.0720863,4.6656,1.6205289999999997,0.01056784,<0.5,Super Earth - nan,No,Unknown,Unknown,Medium,Unknown,1.289952e+25,8110.282999999999,13088435.437367966,Unknown,Medium,Unknown,Medium,0.2596826558141661,0.9999868904799252,1.29175026758669,Extremely Low,Rocky
K2-16 b,1093.0,14.668,Super Earth,2015,4.74,5.972e+24,2.02,6371.0,0.0667,0.020807665,0.0,Transit,9.5748,0.9783556,22.4676,4.0804,0.00444889,<0.5,Super Earth - Close,No,Hot,Unknown,Medium,High,2.830728e+25,12869.42,11406867.42367112,Low,Low,Unknown,Unknown,0.3154236590607709,0.9999916999684892,1.3154153590292603,Moderately High,Jungle World
K2-16 c,1093.0,14.668,Neptune-like,2015,6.99,5.972e+24,0.227,71492.0,0.1229,0.05229295,0.0,Transit,1.5867300000000002,1.8026972,48.8601,0.051529,0.0151044099999999,<0.5,Neptune-like - Close,No,Hot,Unknown,Medium,Low,4.1744280000000005e+25,16228.684,10578316.804708574,Low,Low,Unknown,Unknown,0.3154236590607709,0.9999842126206416,1.3154078716814124,Moderately High,Canyon World
K2-170 b,1282.0,12.668,Super Earth,2018,2.6,5.972e+24,1.418,6371.0,0.1028,0.020807665,0.0,Transit,3.6868,0.0720863,6.760000000000001,2.010724,0.01056784,<0.5,Super Earth - nan,No,Unknown,Unknown,Medium,Unknown,1.5527200000000002e+25,9034.078,12697308.673553158,Unknown,Medium,Unknown,Medium,0.2696968311308244,0.9999868904799252,1.29175026758669,Extremely Low,Canyon World
K2-170 c,1282.0,12.668,Super Earth,2018,3.9,5.972e+24,1.802,6371.0,0.1028,0.03394935,0.0,Transit,7.0278,0.0720863,15.21,3.247204,0.01056784,<0.5,Super Earth - nan,No,Unknown,Unknown,Medium,Unknown,2.32908e+25,11480.542,11793584.550888162,Unknown,Medium,Unknown,Medium,0.2696968311308244,0.9999868904799252,1.29175026758669,Extremely Low,Rocky
K2-171 b,1977.0,12.745,Neptune-like,2018,7.69,5.972e+24,0.24,71492.0,0.1028,0.015331964,0.0,Transit,1.8456,0.0720863,59.136100000000006,0.0576,0.01056784,<0.5,Neptune-like - nan,No,Unknown,Unknown,Medium,Unknown,4.592468e+25,17158.079999999998,10411060.359500129,Unknown,Low,Unknown,Unknown,0.2714573140061274,0.9999868904799252,1.29175026758669,Extremely Low,Rocky
K2-172 b,815.0,12.5,Super Earth,2018,3.42,5.972e+24,1.666,6371.0,0.1028,0.039151266,0.0,Transit,5.69772,0.0720863,11.6964,2.775556,0.01056784,<0.5,Super Earth - nan,No,Unknown,Unknown,Medium,Unknown,2.042424e+25,10614.086,12099485.491278352,Unknown,Medium,Unknown,Medium,0.2658557775847089,0.9999868904799252,1.29175026758669,Extremely Low,Volcanic World
K2-172 c,815.0,12.5,Neptune-like,2018,10.4,5.972e+24,0.286,71492.0,0.1028,0.08104038,0.0,Transit,2.9744,0.0720863,108.16,0.0817959999999999,0.01056784,<0.5,Neptune-like - nan,No,Unknown,Unknown,Medium,Unknown,6.210880000000001e+25,20446.712,9914992.294501694,Unknown,Medium,Unknown,Unknown,0.2658557775847089,0.9999868904799252,1.29175026758669,Extremely Low,Rocky
K2-173 b,746.0,12.523,Super Earth,2018,3.22,5.972e+24,1.608,6371.0,0.1028,0.01615332,0.0,Transit,5.177760000000001,0.0720863,10.3684,2.5856640000000004,0.01056784,<0.5,Super Earth - nan,No,Unknown,Unknown,Medium,Unknown,1.9229840000000005e+25,10244.568,12228539.031238155,Unknown,Medium,Unknown,Medium,0.2663816361059033,0.9999868904799252,1.29175026758669,Extremely Low,Titanium World
K2-174 b,326.0,12.456,Neptune-like,2018,7.27,5.972e+24,0.232,71492.0,0.126,0.053661875,0.0,Transit,1.68664,1.569456,52.85289999999999,0.053824,0.015876,<0.5,Neptune-like - Close,No,Hot,Unknown,Medium,Low,4.341644e+25,16586.144,10532938.515546592,Low,Low,Unknown,Unknown,0.2648497873702501,0.9999837996174684,1.2648335869877183,Somewhat Low,Magnetic World
K2-175 b,807.0,10.836,Super Earth,2018,4.81,5.972e+24,2.038,6371.0,0.1028,0.026009582,0.0,Transit,9.802779999999998,0.0720863,23.136099999999995,4.153444,0.01056784,<0.5,Super Earth - nan,No,Unknown,Unknown,Medium,Unknown,2.872532e+25,12984.097999999998,11371755.36201879,Unknown,Low,Unknown,Unknown,0.2278110567469934,0.9999868904799252,1.29175026758669,Extremely Low,Mirror World
K2-176 b,807.0,12.909,Super Earth,2018,2.83,5.972e+24,1.491,6371.0,0.1028,0.01451061,0.0,Transit,4.219530000000001,0.0720863,8.0089,2.2230810000000005,0.01056784,<0.5,Super Earth - nan,No,Unknown,Unknown,Medium,Unknown,1.690076e+25,9499.161,12500343.2861282,Unknown,Medium,Unknown,Medium,0.275206913896383,0.9999868904799252,1.29175026758669,Extremely Low,Rocky
K2-177 b,1605.0,12.681,Neptune-like,2018,5.13,5.972e+24,2.116,6371.0,0.1028,0.03887748,0.0,Transit,10.85508,0.0720863,26.3169,4.477456,0.01056784,<0.5,Neptune-like - nan,No,Unknown,Unknown,Medium,Unknown,3.0636360000000003e+25,13481.036,11250629.671926618,Unknown,Low,Unknown,Unknown,0.2699940555123691,0.9999868904799252,1.29175026758669,Extremely Low,Maelstrom World
K2-178 b,701.0,12.382,Neptune-like,2018,12.4,5.972e+24,0.317,71492.0,0.1028,0.023819301,0.0,Transit,3.9308,0.0720863,153.76000000000002,0.100489,0.01056784,<0.5,Neptune-like - nan,No,Unknown,Unknown,Medium,Unknown,7.40528e+25,22662.964,9622640.672248429,Unknown,Medium,Unknown,Unknown,0.2631578947368421,0.9999868904799252,1.29175026758669,Extremely Low,Rocky
K2-179 b,622.0,12.939,Neptune-like,2018,6.86,5.972e+24,0.224,71492.0,0.1028,0.014236824,0.0,Transit,1.53664,0.0720863,47.0596,0.050176,0.01056784,<0.5,Neptune-like - nan,No,Unknown,Unknown,Medium,Unknown,4.096792000000001e+25,16014.208,10661521.4994881,Unknown,Low,Unknown,Unknown,0.2758928163153322,0.9999868904799252,1.29175026758669,Extremely Low,Magnetic World
K2-17 b,408.0,13.411,Neptune-like,2015,5.6,5.972e+24,2.23,6371.0,0.119,0.049281314,0.18,Transit,12.488,1.5959089999999998,31.36,4.9729,0.0141609999999999,<0.5,Neptune-like - Close,No,Hot,Unknown,Medium,Low,3.34432e+25,14207.33,11057809.20263214,Low,Low,Unknown,Unknown,0.2866843477067995,0.9999847322052788,1.2866690799120784,Moderately Low,Rocky
K2-180 b,665.0,12.557,Super Earth,2018,11.44182,5.972e+24,0.225,71492.0,0.0734,0.02436687,0.0,Transit,2.5744095,0.9216838000000002,130.9152449124,0.050625,0.00538756,<0.5,Super Earth - Close,No,Hot,Unknown,Medium,Medium,6.833054904e+25,16085.7,17624677.666515905,Low,Medium,Unknown,Medium,0.2671589921807124,0.999990807348728,1.2671497995294403,Somewhat Low,Rocky
K2-181 b,1177.0,12.669,Neptune-like,2018,8.45,5.972e+24,0.253,71492.0,0.0706,0.01889117,0.0,Transit,2.13785,0.8944314,71.40249999999999,0.064009,0.0049843599999999,<0.5,Neptune-like - Close,No,Hot,Unknown,Medium,Medium,5.04634e+25,18087.476,10294535.950387629,Low,Medium,Unknown,Unknown,0.2697196945447894,0.999991180383852,1.2697108749286414,Somewhat Low,Rocky
K2-182 b,505.0,11.833,Neptune-like,2018,20.0,5.972e+24,0.24,71492.0,0.0526,0.012867898,0.04,Transit,4.8,0.6224158000000001,400.0,0.0576,0.00276676,<0.5,Neptune-like - Close,No,Hot,Unknown,Medium,Medium,1.1944000000000002e+26,17158.079999999998,27076879.99869994,Low,Medium,Unknown,Medium,0.2506058804700718,0.9999935784667926,1.2505994589368643,Somewhat Low,Rocky
K2-183 b,1073.0,12.867,Super Earth,2018,1.37,5.972e+24,1.1,6371.0,0.1028,0.0013689254,0.0,Transit,1.5070000000000003,0.0720863,1.8769,1.2100000000000002,0.01056784,<0.5,Super Earth - nan,No,Unknown,Unknown,Unknown,Unknown,8.181640000000001e+24,7008.1,11117982.549551953,Unknown,Low,Unknown,Unknown,0.2742466505098541,0.9999868904799252,1.29175026758669,Extremely Low,Rocky
K2-183 c,1073.0,12.867,Neptune-like,2018,5.9,5.972e+24,0.205,71492.0,0.0932,0.02956879,0.0,Transit,1.2095,1.1992044000000002,34.81,0.0420249999999999,0.00868624,<0.5,Neptune-like - Close,No,Hot,Unknown,Medium,Medium,3.5234800000000006e+25,14655.86,10948015.34652967,Low,Low,Unknown,Unknown,0.2742466505098541,0.9999881694574936,1.2742348199673477,Moderately Low,Rocky
K2-183 d,1073.0,12.867,Neptune-like,2018,5.9,5.972e+24,0.205,71492.0,0.1527,0.06187543,0.0,Transit,1.2095,1.9647909,34.81,0.0420249999999999,0.02331729,<0.5,Neptune-like - Close,No,Hot,Unknown,Medium,Low,3.5234800000000006e+25,14655.86,10948015.34652967,Low,Low,Unknown,Unknown,0.2742466505098541,0.9999802424611068,1.2742268929709608,Moderately Low,Titanium World
K2-184 b,247.0,10.345,Super Earth,2018,2.76,5.972e+24,1.47,6371.0,0.1685,0.046543464,0.0,Transit,4.0572,1.7431325000000002,7.617599999999999,2.1609,0.02839225,<0.5,Super Earth - Close,No,Hot,Unknown,Medium,Low,1.648272e+25,9365.37,12541954.005540306,Low,Medium,Unknown,Medium,0.2165851204901916,0.9999781374771922,1.2165632579673835,Low,Canyon World
K2-185 b,875.0,12.235,Super Earth,2018,1.6,5.972e+24,1.15,6371.0,0.1028,0.02902122,0.0,Transit,1.84,0.0720863,2.5600000000000005,1.3224999999999998,0.01056784,<0.5,Super Earth - nan,No,Unknown,Unknown,Medium,Unknown,9.5552e+24,7326.65,11879963.139890764,Unknown,Medium,Unknown,Medium,0.259796972883991,0.9999868904799252,1.29175026758669,Extremely Low,Rocky
K2-185 c,875.0,12.235,Neptune-like,2018,6.3,5.972e+24,0.213,71492.0,0.1028,0.14428474,0.0,Transit,1.3419,0.0720863,39.69,0.045369,0.01056784,<0.5,Neptune-like - nan,No,Unknown,Unknown,Medium,Unknown,3.76236e+25,15227.796,10828603.467046035,Unknown,Low,Unknown,Unknown,0.259796972883991,0.9999868904799252,1.29175026758669,Extremely Low,Jungle World
K2-186 b,1079.0,12.413,Neptune-like,2018,10.2,5.972e+24,0.283,71492.0,0.1028,0.11362081,0.0,Transit,2.8866,0.0720863,104.04,0.0800889999999999,0.01056784,<0.5,Neptune-like - nan,No,Unknown,Unknown,Medium,Unknown,6.09144e+25,20232.236,9931581.451158203,Unknown,Medium,Unknown,Unknown,0.2638666605697563,0.9999868904799252,1.29175026758669,Extremely Low,Titanium World
K2-187 b,1079.0,13.102,Super Earth,2018,1.87,5.972e+24,1.2,6371.0,0.0164,0.0021902807,0.0,Transit,2.244,0.2148728,3.496900000000001,1.44,0.00026896,<0.5,Super Earth - Close,No,Hot,Unknown,Medium,Medium,1.1167640000000002e+25,7645.2,12751753.40372628,Low,Medium,Unknown,Medium,0.2796195527916228,0.9999984012780396,1.2796179540696624,Moderately Low,Rocky
K2-187 c,1079.0,13.102,Super Earth,2018,2.54,5.972e+24,1.4,6371.0,0.0392,0.007939767,0.0,Transit,3.556,0.5135984,6.4516,1.96,0.00153664,<0.5,Super Earth - Close,No,Hot,Unknown,Medium,Medium,1.516888e+25,8919.4,12725311.920077823,Low,Medium,Unknown,Medium,0.2796195527916228,0.999995363706315,1.279614916497938,Moderately Low,Volcanic World
K2-187 d,1079.0,13.102,Neptune-like,2018,6.35,5.972e+24,0.214,71492.0,0.072,0.01943874,0.0,Transit,1.3589,0.943344,40.3225,0.0457959999999999,0.0051839999999999,<0.5,Neptune-like - Close,No,Hot,Unknown,Medium,Medium,3.79222e+25,15299.288,10812778.002799904,Low,Low,Unknown,Unknown,0.2796195527916228,0.99999099386629,1.279610546657913,Moderately Low,Rocky
K2-187 e,1079.0,13.102,Super Earth,2018,4.27,5.972e+24,1.9,6371.0,0.1106,0.037234772,0.0,Transit,8.113,1.4490812000000002,18.2329,3.61,0.01223236,<0.5,Super Earth - Close,No,Hot,Unknown,Medium,Low,2.550044e+25,12104.9,11614792.736876491,Low,Medium,Unknown,Medium,0.2796195527916228,0.9999858513106508,1.2796054041022735,Moderately Low,Jungle World
K2-188 b,1458.0,12.657,Super Earth,2018,2.39,5.972e+24,1.35,6371.0,0.0289,0.0046543465,0.0,Transit,3.2265000000000006,0.3657873,5.7121,1.8225,0.00083521,<0.5,Super Earth - Close,No,Hot,Unknown,Medium,Medium,1.4273080000000002e+25,8600.85,12877191.527259337,Low,Medium,Unknown,Medium,0.2694453335772097,0.9999967359426642,1.269442069519874,Somewhat Low,Titanium World
K2-188 c,1458.0,12.657,Neptune-like,2018,8.4,5.972e+24,0.252,71492.0,0.0785,0.021355236,0.0,Transit,2.1168,0.9935745,70.56,0.063504,0.00616225,<0.5,Neptune-like - Close,No,Hot,Unknown,Medium,Medium,5.01648e+25,18015.984,10315001.90426664,Low,Medium,Unknown,Unknown,0.2694453335772097,0.9999901278918948,1.2694354614691046,Somewhat Low,Rocky
K2-189 b,790.0,12.398,Super Earth,2018,2.92,5.972e+24,1.52,6371.0,0.0361,0.007118412,0.0,Transit,4.4384,0.4475678,8.526399999999999,2.3104,0.00130321,<0.5,Super Earth - Close,No,Hot,Unknown,Medium,Medium,1.743824e+25,9683.92,12410419.639812414,Low,Medium,Unknown,Medium,0.2635237093602817,0.999995776709488,1.2635194860697698,Somewhat Low,Jungle World
K2-189 c,790.0,12.398,Neptune-like,2018,6.8,5.972e+24,0.223,71492.0,0.068,0.0183436,0.0,Transit,1.5164,0.843064,46.24,0.049729,0.004624,<0.5,Neptune-like - Close,No,Hot,Unknown,Medium,Medium,4.06096e+25,15942.716,10663267.266475083,Low,Low,Unknown,Unknown,0.2635237093602817,0.99999152677361,1.263515236133892,Somewhat Low,Magnetic World
K2-18 b,124.0,13.477,Super Earth,2015,8.92,5.972e+24,0.211,71492.0,0.1429,0.09007529,0.2,Transit,1.88212,1.9258633,79.5664,0.044521,0.02042041,<0.5,Super Earth - Close,No,Hot,Unknown,Medium,Low,5.327024e+25,15084.812,15623957.602358475,Low,Medium,Unknown,Medium,0.2881933330284878,0.9999815480840408,1.2881748811125289,Moderately Low,Jungle World
K2-18 c,124.0,13.477,Neptune-like,2017,7.51,5.972e+24,0.236,71492.0,0.06,0.024640657,0.47,Radial Velocity,1.77236,0.80862,56.4001,0.0556959999999999,0.0036,<0.5,Neptune-like - Close,No,Hot,Unknown,Medium,Medium,4.484972e+25,16872.111999999997,10514945.815065378,Low,Low,Unknown,Unknown,0.2881933330284878,0.9999925925882504,1.2881859256167385,Moderately Low,Rocky
K2-190 b,524.0,11.138,Super Earth,2018,2.41,5.972e+24,1.357,6371.0,0.1028,0.027652293,0.0,Transit,3.27037,0.0720863,5.8081000000000005,1.841449,0.01056784,<0.5,Super Earth - nan,No,Unknown,Unknown,Medium,Unknown,1.439252e+25,8645.447,12851331.858273815,Unknown,Medium,Unknown,Medium,0.2347158077644154,0.9999868904799252,1.29175026758669,Extremely Low,Titanium World
